file,line,term,value,dist,discriminative,sentence
a168商业决策计数兵法_三十三问经.qmd,1568,索提诺,0.265,2,False,"""<b>X-02</b>：给了三个「现有资料」的数字（夏普 −4.519、索提诺 −0.265、回撤 97.89%）——"","
a168商业决策计数兵法_三十三问经.qmd,1650,索提诺,0,1,False,"""🔴 <b>待查</b>：56 折全胜、回撤为 0、索提诺率不可算三者并见，是待查事项而非佳绩"
a168商业决策计数兵法_三十三问经.qmd,1907,索提诺,3,4,False,<b>索提诺率 = 3.0 而 N = 8，一律不通过</b>——数字再漂亮，样本不够就是猜
a168商业决策计数兵法_三十三问经.qmd,2035,索提诺,0,1,False,"""56 折胜期占比 100%、最大回撤 0、索提诺率不可算三者并见，须先按信息泄漏立案"","
a168商业决策计数兵法_三十三问经.qmd,2426,Jaccard,0.02,3,True,"但已有旁证：相邻两期价值排名 Jaccard 仅 0.02，个体排名几乎不持续"","
a168商业决策计数兵法_三十三问经.qmd,2624,索提诺,0,1,False,"<b>重扣于</b>：56 折胜期占比 100%、最大回撤 0、索提诺率不可算三者并见，待立案"","
a168商业决策计数兵法_三十三问经.qmd,2736,Spearman,0.112,3,True,"""已撤销表述之复发守卫：0.112 与 Spearman 0.20 不得并列出现（含转述与引用）"","
a168商业决策计数兵法_三十三问经.qmd,2736,Spearman,0.2,1,True,"""已撤销表述之复发守卫：0.112 与 Spearman 0.20 不得并列出现（含转述与引用）"","
a168商业决策计数兵法_三十三问经.qmd,3347,索提诺,3,4,False,"""F-03 实测：索提诺率于策略层返回 NA／破折号，成因为 56 折胜期占比 100%、最大回撤 0，下行离差为零致分母失效"
a168商业决策计数兵法_三十三问经.qmd,3348,MASE,4,4,True,"""F-04 实测：MASE 于 §25 作 13.232、于 §26 作 0.134，二者出自同一次运行（净增益均值同为 1,015,393）"
a168商业决策计数兵法_三十三问经.qmd,3366,Sortino,4.519,1,True,"""v1.2｜X-02 裁定不属实且危险：Sharpe −4.519／Sortino −0.265／MDD 97.89% 三数全部零命中，且与实测（夏普 +6.194、回撤 0）方向量级皆相反"
a168商业决策计数兵法_三十三问经.qmd,3366,Sortino,0.265,2,True,"""v1.2｜X-02 裁定不属实且危险：Sharpe −4.519／Sortino −0.265／MDD 97.89% 三数全部零命中，且与实测（夏普 +6.194、回撤 0）方向量级皆相反"
a168商业决策计数兵法_三十三问经.qmd,3367,Spearman,3,4,True,"""v1.2｜X-03 剔除 Spearman 0.20：主方案 2026-08-11 已立撤销声明并明令不得再以任何形式出现"
a168商业决策计数兵法_三十三问经.qmd,3367,Spearman,0.2,1,True,"""v1.2｜X-03 剔除 Spearman 0.20：主方案 2026-08-11 已立撤销声明并明令不得再以任何形式出现"
a168商业决策计数兵法_三十三问经_p.qmd,534,索提诺,2,4,False,2. **索提诺「率」与「比率」**
a168商业决策计数兵法_三十三问经_p.qmd,605,索提诺,1,5,False,"索提诺稳定性=-1, 对打指数=-1, 批量注册嫌疑=-1, IP结构风险=-1, 人工标记史=-1),"
a168商业决策计数兵法_三十三问经_p.qmd,701,MASE,13.232,5,True,"实测 56,861,989 ÷ 3,995,319 − 1 = 13.232，与该表 MASE 逐位相同"
a168商业决策计数兵法_三十三问经_p.qmd,701,MASE,1,5,True,故它不是误差比而是提升倍数，冠 MASE 之名即为误称，且方向判读完全相反（MASE 定义 <1 为优，此处 >1 为优）
a168商业决策计数兵法_三十三问经_p.qmd,773,MASE,1,5,True,其 >1 在此语境下恰为「更优」，与 MASE 定义（<1 为优）方向完全相反，读者按定义判读必然误解
a168商业决策计数兵法_三十三问经_p.qmd,1001,索提诺,20,5,False,"项目 = c(""纳入会员数（活跃日 ≥ 20）"", ""索提诺率 P50"", ""索提诺率 P90"","
a168商业决策计数兵法_三十三问经_p.qmd,1253,索提诺,0,2,False,<b>本书补：回撤为 0 与索提诺率不可算，须自动触发同一张告警
a168商业决策计数兵法_三十三问经_p.qmd,1267,索提诺,100,2,False,本方案实测出现回撤为 0、胜期占比 100%、索提诺率不可算三者并见，此组合<b>须先按信息泄漏嫌疑立案复核</b>，复核未结前，四闸全过之结论不得对外汇报
a168商业决策计数兵法_三十三问经_p.qmd,1297,MASE,1,7,True,漏洞在<b>把一个收益序列与基线收益序列之差称为 MASE，会得出大于 1 却同时标注为大幅提升的自相矛盾结果</b>，此即 F-04 之根因
a168商业决策计数兵法_三十三问经_p.qmd,1305,MASE,1,3,True,"""用：优在 MASE 之 1 无须论证、无须现算"
a168商业决策计数兵法_三十三问经_p.qmd,1305,MASE,1,4,True,局限在 MASE 小于 1 只说明胜过朴素，不说明够用
a168商业决策计数兵法_三十三问经_p.qmd,1313,MASE,1,6,True,"""体：MASE 大于等于 1 者，该模型不得上线"
a168商业决策计数兵法_三十三问经_p.qmd,1534,Sortino,4.519,1,True,"""「现有资料：Annualized Sharpe = −4.519、Sortino = −0.265、Maximum Drawdown = 97.89%」"","
a168商业决策计数兵法_三十三问经_p.qmd,1534,Sortino,0.265,4,True,"""「现有资料：Annualized Sharpe = −4.519、Sortino = −0.265、Maximum Drawdown = 97.89%」"","
a168商业决策计数兵法_三十三问经_p.qmd,1535,Spearman,0.112,6,True,"""「现有项目资料记录个体毛利率两期自相关约 0.112、当前模型 Spearman 约 0.20、秩持续性 Jaccard 约 0.02」"","
a168商业决策计数兵法_三十三问经_p.qmd,1535,Spearman,0.2,3,True,"""「现有项目资料记录个体毛利率两期自相关约 0.112、当前模型 Spearman 约 0.20、秩持续性 Jaccard 约 0.02」"","
a168商业决策计数兵法_三十三问经_p.qmd,1535,自相关,0.112,2,True,"""「现有项目资料记录个体毛利率两期自相关约 0.112、当前模型 Spearman 约 0.20、秩持续性 Jaccard 约 0.02」"","
a168商业决策计数兵法_三十三问经_p.qmd,1535,Jaccard,0.2,6,True,"""「现有项目资料记录个体毛利率两期自相关约 0.112、当前模型 Spearman 约 0.20、秩持续性 Jaccard 约 0.02」"","
a168商业决策计数兵法_三十三问经_p.qmd,1535,Jaccard,0.02,3,True,"""「现有项目资料记录个体毛利率两期自相关约 0.112、当前模型 Spearman 约 0.20、秩持续性 Jaccard 约 0.02」"","
a168商业决策计数兵法_三十三问经_p.qmd,1540,索提诺,0.43,7,False,本项目实测为：会员级索提诺率 P50 −0.43／P90 0.082／P95 0.356／P99 1.41
a168商业决策计数兵法_三十三问经_p.qmd,1540,索提诺,6.194,1,False,策略级 夏普率 6.194、索提诺率 <b>NA（不可算）</b>、最大回撤 <b>0</b>、胜期占比 100.0%
a168商业决策计数兵法_三十三问经_p.qmd,1541,Jaccard,0.112,3,True,"""0.112 与 Jaccard 0.02 <b>属实</b>（主方案「全窗实测常数」栏在册）"
a168商业决策计数兵法_三十三问经_p.qmd,1541,Jaccard,0.02,1,True,"""0.112 与 Jaccard 0.02 <b>属实</b>（主方案「全窗实测常数」栏在册）"
a168商业决策计数兵法_三十三问经_p.qmd,1541,Spearman,0.2,1,True,惟 <b>Spearman 0.20 已被主方案于 2026-08-11 立撤销声明</b>，原文明载「不得再以任何形式出现」——其误在于 0.112 是目标自身滞后自相关、0.20 是模型预测值与目标之秩关联，<b>非同一对象、非同一尺度</b>，相除得 1.875 不具统计含
a168商业决策计数兵法_三十三问经_p.qmd,1541,自相关,0.112,8,True,惟 <b>Spearman 0.20 已被主方案于 2026-08-11 立撤销声明</b>，原文明载「不得再以任何形式出现」——其误在于 0.112 是目标自身滞后自相关、0.20 是模型预测值与目标之秩关联，<b>非同一对象、非同一尺度</b>，相除得 1.875 不具统计含
a168商业决策计数兵法_三十三问经_p.qmd,1541,自相关,0.2,1,True,惟 <b>Spearman 0.20 已被主方案于 2026-08-11 立撤销声明</b>，原文明载「不得再以任何形式出现」——其误在于 0.112 是目标自身滞后自相关、0.20 是模型预测值与目标之秩关联，<b>非同一对象、非同一尺度</b>，相除得 1.875 不具统计含
a168商业决策计数兵法_三十三问经_p.qmd,1553,Spearman,0.02,7,True,"""采信 0.112 与 Jaccard 0.02，<b>剔除 Spearman 0.20</b>"
a168商业决策计数兵法_三十三问经_p.qmd,1553,Spearman,0.2,1,True,"""采信 0.112 与 Jaccard 0.02，<b>剔除 Spearman 0.20</b>"
a168商业决策计数兵法_三十三问经_p.qmd,1553,Jaccard,0.112,3,True,"""采信 0.112 与 Jaccard 0.02，<b>剔除 Spearman 0.20</b>"
a168商业决策计数兵法_三十三问经_p.qmd,1553,Jaccard,0.02,1,True,"""采信 0.112 与 Jaccard 0.02，<b>剔除 Spearman 0.20</b>"
a168商业决策计数兵法_三十三问经_p.qmd,1568,索提诺,4.519,1,False,"""<b>X-02</b>：给了三个「现有资料」的数字（夏普 −4.519、索提诺 −0.265、回撤 97.89%）——"","
a168商业决策计数兵法_三十三问经_p.qmd,1568,索提诺,0.265,2,False,"""<b>X-02</b>：给了三个「现有资料」的数字（夏普 −4.519、索提诺 −0.265、回撤 97.89%）——"","
a168商业决策计数兵法_三十三问经_p.qmd,1650,索提诺,0,1,False,"""🔴 <b>待查</b>：56 折全胜、回撤为 0、索提诺率不可算三者并见，是待查事项而非佳绩"
a168商业决策计数兵法_三十三问经_p.qmd,1907,索提诺,3,4,False,<b>索提诺率 = 3.0 而 N = 8，一律不通过</b>——数字再漂亮，样本不够就是猜
a168商业决策计数兵法_三十三问经_p.qmd,2035,索提诺,0,1,False,"""56 折胜期占比 100%、最大回撤 0、索提诺率不可算三者并见，须先按信息泄漏立案"","
a168商业决策计数兵法_三十三问经_p.qmd,2335,Spearman,0.112,3,True,"""已撤销表述之复发守卫：0.112 与 Spearman 0.20 不得并列出现（含转述与引用）"""
a168商业决策计数兵法_三十三问经_p.qmd,2335,Spearman,0.2,1,True,"""已撤销表述之复发守卫：0.112 与 Spearman 0.20 不得并列出现（含转述与引用）"""
a168商业决策计数兵法_三十三问经_p.qmd,2934,索提诺,3,4,False,"""F-03 实测：索提诺率于策略层返回 NA／破折号，成因为 56 折胜期占比 100%、最大回撤 0，下行离差为零致分母失效"
a168商业决策计数兵法_三十三问经_p.qmd,2935,MASE,4,4,True,"""F-04 实测：MASE 于 §25 作 13.232、于 §26 作 0.134，二者出自同一次运行（净增益均值同为 1,015,393）"
a168商业决策计数兵法_三十三问经_p.qmd,2953,Sortino,4.519,1,True,"""v1.2｜X-02 裁定不属实且危险：Sharpe −4.519／Sortino −0.265／MDD 97.89% 三数全部零命中，且与实测（夏普 +6.194、回撤 0）方向量级皆相反"
a168商业决策计数兵法_三十三问经_p.qmd,2953,Sortino,0.265,2,True,"""v1.2｜X-02 裁定不属实且危险：Sharpe −4.519／Sortino −0.265／MDD 97.89% 三数全部零命中，且与实测（夏普 +6.194、回撤 0）方向量级皆相反"
a168商业决策计数兵法_三十三问经_p.qmd,2954,Spearman,3,4,True,"""v1.2｜X-03 剔除 Spearman 0.20：主方案 2026-08-11 已立撤销声明并明令不得再以任何形式出现"
a168商业决策计数兵法_三十三问经_p.qmd,2954,Spearman,0.2,1,True,"""v1.2｜X-03 剔除 Spearman 0.20：主方案 2026-08-11 已立撤销声明并明令不得再以任何形式出现"
a168风控与客户分层评分体系_商业方案.qmd,3147,MASE,0.0003,3,True,实测 MASE ≈ 0.0003–0.0006，
a168风控与客户分层评分体系_商业方案.qmd,3582,索提诺,5,3,False,**四实体三十一维**：玩家 10（赏 5 罚 5，**索提诺稳定性在罚侧**——赢得越稳越可疑）、
a168风控与客户分层评分体系_商业方案.qmd,5551,索提诺,0,3,False,"""剔返水后 ROI>0 且 索提诺比率高 且 注额斜率大"
a168风控与客户分层评分体系_商业方案.qmd,5592,自相关,0.112,4,True,本方案自身的实证亦不支持跨级：个体平台毛利率的滞后一期自相关仅 **0.112**，
a168风控与客户分层评分体系_商业方案.qmd,5612,Sortino,0,4,True,$\text{Sortino}_i>0$ 意味着这个人跑赢了赌场数学期望
a168风控与客户分层评分体系_商业方案.qmd,6240,索提诺,1,6,False,"""索提诺稳定性"":-1,          # ★ 罚：赢得稳 = T2 持续正向优势特征，方向不可搞反"
a168风控与客户分层评分体系_商业方案.qmd,8270,MASE,5,7,True,"净增益 5% 分位 + MASE + 索提诺 + 最大回撤"","
a168风控与客户分层评分体系_商业方案.qmd,8271,MASE,1,1,True,"MASE<1 才算比「什么都不做」强"","
a168风控与客户分层评分体系_商业方案.qmd,8497,索提诺,3,3,False,"夏普率 = round(m$sharpe, 3), 索提诺率 = round(m$sortino, 3),"
a168风控与客户分层评分体系_商业方案.qmd,8503,MASE,14,4,True,## ★ 2026-08-14 撤除 MASE 列（S1 斧正 · 误称且冗余）：
a168风控与客户分层评分体系_商业方案.qmd,8676,MASE,1,6,True,③ @sec-benchmark 的 MASE 是否小于 1
a168风控与客户分层评分体系_商业方案.qmd,8947,MASE,1,7,True,##     旧版冠 MASE 之名并注「<1 才优于朴素」，方向恰好相反，故正名
a168风控与客户分层评分体系_商业方案.qmd,9000,MASE,1,2,True,** 上表旧列「MASE（<1 才优于朴素）」已改为
a168风控与客户分层评分体系_商业方案.qmd,9002,MASE,1,6,True,且 MASE 判读为「<1 才优」，
a168风控与客户分层评分体系_商业方案.qmd,11329,MASE,0.02,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案.qmd,11329,MASE,9.8,5,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案.qmd,11329,自相关,1.66,2,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案.qmd,11329,自相关,0.112,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案.qmd,11329,Jaccard,0.112,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案.qmd,11329,Jaccard,0.02,1,True,"m=1.918%、ρ=0.349%、κ=1.660%、自相关 0.112、Jaccard 0.02、MASE 可算率 9.8%"","
a168风控与客户分层评分体系_商业方案.qmd,13815,MASE,0.000587,3,True,`V_recon` 复核 MASE ≈ 0.000587 与既往一致
a168风控与客户分层评分体系_商业方案.qmd,13956,自相关,0.112,2,True,平台毛利率**滞后一期自相关仅 0.112**
a168风控与客户分层评分体系_商业方案.qmd,13961,Spearman,0.2,1,True,本条此前写作「自相关是预测能力的**天花板**，当前模型 Spearman 0.20 **已达其 189%**」
a168风控与客户分层评分体系_商业方案.qmd,13974,Jaccard,0.02,3,True,（另有旁证：相邻两期价值排名 Jaccard 仅 0.02，见下条），故
a168风控与客户分层评分体系_商业方案.qmd,13983,Jaccard,0.02,5,True,（Jaccard）**仅 0.02**（以历史净贡献排名亦只 0.18）——**这一期的高价值名单，下一期基本换了一批人**
a168风控与客户分层评分体系_商业方案.qmd,15338,自相关,0.112,2,True,**只收紧结论、不放宽任何一处**，故先行补录，不待晋级：① 个体平台毛利率两期**自相关仅 0.112**
a168风控与客户分层评分体系_商业方案.qmd,15339,Spearman,0.2,1,True,（**2026-08-11 更正**：原写「模型 Spearman 0.20 已达其 189%」系两个不同估计量相除，
a168风控与客户分层评分体系_商业方案.qmd,15342,Jaccard,0.02,3,True,**Jaccard 仅 0.02**，本方案是**群体分层工具、非个体挑选工具**，且此约束**只及赏侧与价值排序、
a168风控与客户分层评分体系_商业方案.qmd,16123,自相关,0.112,3,True,本项目自多目标建模阶段起即写「个体毛利率两期自相关 **0.112** 是预测的物理天花板，
a168风控与客户分层评分体系_商业方案.qmd,16124,Spearman,0.2,1,True,当前模型 Spearman 0.20 **已达其 189%**」
a168风控与客户分层评分体系_商业方案.qmd,16130,Jaccard,0.02,1,True,而推论（换标的优于换模型）改由 Jaccard 0.02 等旁证支撑
a168风控与客户分层评分体系_商业方案.qmd,16358,自相关,0.112,1,True,由实测常数派生（2.59% 门槛、γ*、误伤上限 f*）、全窗实测常数（m／ρ／κ／自相关 0.112 等）、
a168风控与客户分层评分体系_商业方案.qmd,16856,自相关,0.112,4,True,亦不支持跨级：个体平台毛利率两期自相关仅 **0.112**，持续性本身就不甚持续
a168风控与客户分层评分体系_商业方案.qmd,16981,MASE,5,4,True,"32,""**基准对照层**：每项优化对应一条朴素基线（均值 / 均值+3σ / 阈值冻结 / 什么都不做），并列夏普率、索提诺率、最大回撤、5%分位、MASE 与互动走势图"
a168风控与客户分层评分体系_商业方案.qmd,16981,索提诺,5,7,False,"32,""**基准对照层**：每项优化对应一条朴素基线（均值 / 均值+3σ / 阈值冻结 / 什么都不做），并列夏普率、索提诺率、最大回撤、5%分位、MASE 与互动走势图"
a168风控与客户分层评分体系_商业方案.qmd,17098,自相关,0.112,2,True,本方案实证亦不支持跨级（个体毛利率两期自相关仅 0.112）
a168风控与客户分层评分体系_商业方案.qmd,17160,MASE,1,2,True,旧列名「MASE（<1 才优于朴素）」
a168风控与客户分层评分体系_商业方案.qmd,17279,自相关,0.2,1,True,"238,""**撤销「189% 天花板」表述（外部审计第九条，采信）**：0.112 为目标自身滞后一期自相关、0.20 为模型预测与目标之 Spearman 秩关联，两估计量非同尺度，比值 1.875 无统计含义"
a168风控与客户分层评分体系_商业方案.qmd,17279,Jaccard,0.02,1,True,推论改由 Jaccard 0.02 等旁证支撑
a168风控与客户分层评分体系_商业方案_p.qmd,3023,MASE,0.0003,3,True,实测 MASE ≈ 0.0003–0.0006，
a168风控与客户分层评分体系_商业方案_p.qmd,3458,索提诺,5,3,False,**四实体三十一维**：玩家 10（赏 5 罚 5，**索提诺稳定性在罚侧**——赢得越稳越可疑）、
a168风控与客户分层评分体系_商业方案_p.qmd,5352,索提诺,0,3,False,"""剔返水后 ROI>0 且 索提诺比率高 且 注额斜率大"
a168风控与客户分层评分体系_商业方案_p.qmd,5393,自相关,0.112,4,True,本方案自身的实证亦不支持跨级：个体平台毛利率的滞后一期自相关仅 **0.112**，
a168风控与客户分层评分体系_商业方案_p.qmd,5413,Sortino,0,4,True,$\text{Sortino}_i>0$ 意味着这个人跑赢了赌场数学期望
a168风控与客户分层评分体系_商业方案_p.qmd,6041,索提诺,1,6,False,"""索提诺稳定性"":-1,          # ★ 罚：赢得稳 = T2 持续正向优势特征，方向不可搞反"
a168风控与客户分层评分体系_商业方案_p.qmd,8015,MASE,5,7,True,"净增益 5% 分位 + MASE + 索提诺 + 最大回撤"","
a168风控与客户分层评分体系_商业方案_p.qmd,8016,MASE,1,1,True,"MASE<1 才算比「什么都不做」强"","
