源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,_2,_3,_4,_5,来源库,来源表,ODS表名,同步时间
211f6c8b59d52224474e7d972f40182c,2026-03-22,58512609,M,61513738,7,36.73.32.173,2026-03-22T15:17:07Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
22ed51196d8ffd62e8d0d5dfb7fd3d29,2026-03-22,58512391,C,270,0,202.124.43.214,2026-03-22T12:42:23Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
248bde82c9deaf3dde2b36e68c86ae02,2026-03-22,58512865,M,144599073,7,154.88.88.46,2026-03-22T20:01:18Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
24c12c0553f19438465053ea577c6a83,2026-03-22,58512390,A,39623,2,161.142.139.6,2026-03-22T12:41:37Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
25b1be54bbd0fa72d4d664a87ce67c44,2026-03-22,58512944,M,145054506,7,14.0.228.44,2026-03-22T22:02:23Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
25c98020da2f39dddb44a3aee3340fa8,2026-03-22,58512683,M,147226827,7,110.159.106.253,2026-03-22T16:36:03Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
263166b3b953e2d40f81e08ccead4d1b,2026-03-22,58512624,A,48890,5,54.254.110.188,2026-03-22T15:21:33Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
2734b439f27b2a1fdfe8e90c82986af5,2026-03-22,58512828,M,147510882,7,156.232.97.163,2026-03-22T19:04:11Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
273e5746560e7b5cb9a945e38749cd96,2026-03-22,58512050,M,144599169,7,182.239.89.249,2026-03-22T03:06:04Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
2b61848143d0f28304d6c3f99ee7989d,2026-03-22,58512058,M,54907068,7,101.10.2.152,2026-03-22T03:18:33Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
2c3096a8cf8d68b39ec430c26a037786,2026-03-22,58512216,A,12433,5,185.213.83.57,2026-03-22T08:38:04Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
2cbd940a82e9c7967cf161d15d1d7023,2026-03-22,58512287,M,61513738,7,36.73.32.173,2026-03-22T10:20:11Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
2e21f1316035451f3ce837b974df0db5,2026-03-22,58512260,S,8148,5,59.127.162.224,2026-03-22T09:39:42Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
33eb478403e1bcc50c316e53332074d0,2026-03-22,58512311,S,8148,5,59.127.162.224,2026-03-22T10:39:49Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
35dd9177204f9a06dff1ff7ff9a4bfcb,2026-03-22,58512963,M,145053584,7,218.190.246.112,2026-03-22T22:24:31Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
3a50697f163e50335779811677d2abb0,2026-03-22,58512032,S,11188,5,5.77.200.42,2026-03-22T02:31:11Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
3b3b66612c77ba80f7f44f9337efacb7,2026-03-22,58512528,S,10614,3,31.57.90.68,2026-03-22T14:30:13Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
3bbbe6a7f27cecaf74783583c24c6c5b,2026-03-22,58512573,S,11099,5,103.76.182.198,2026-03-22T14:51:43Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
3bd693648ce271aff0c3fd39862976aa,2026-03-22,58512192,S,8148,5,59.127.162.224,2026-03-22T07:59:24Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
40645ffe59e2e8593e1d506d321bd3ab,2026-03-22,58512327,M,59285720,7,42.77.142.226,2026-03-22T11:21:45Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
42e2da0cec31aff35b74353a5da732d0,2026-03-22,58512587,M,6761622,7,202.65.236.125,2026-03-22T15:03:30Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
44668dcfe9fff0e747ae0ea584c44781,2026-03-22,58512215,C,270,0,202.124.43.214,2026-03-22T08:35:01Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
45bb396b0f3654d2792d118c37c5834c,2026-03-22,58512689,S,10804,5,203.94.90.191,2026-03-22T16:46:40Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
4a5959ca831a0cc619fe8792c1bd94f5,2026-03-22,58512536,S,3591,5,159.89.192.141,2026-03-22T14:36:36Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
5001e1f2996e45a11adb977205cbe41c,2026-03-22,58512669,M,144107314,7,14.0.164.66,2026-03-22T16:19:54Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
540cbf9d6b4b8b2859d3e61115326288,2026-03-22,58512961,S,12669,5,203.94.90.191,2026-03-22T22:20:06Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
573dd621fb38bb0895cd31e71a87328e,2026-03-22,58512824,S,5856,5,175.140.94.239,2026-03-22T19:00:49Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
58f3da15be9f5bffddac67ff761060cf,2026-03-22,58512721,S,6134,5,35.220.201.84,2026-03-22T17:08:11Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
59edece2e40365a2b27b9846102dc52e,2026-03-22,58512463,A,44857,5,217.28.63.155,2026-03-22T13:47:27Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
5b9a41a6add97ba85390b479ce8685f1,2026-03-22,58512560,S,3505,4,119.81.201.150,2026-03-22T14:43:23Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
5c81bf221ad057fb6c1be96c0b3e7145,2026-03-22,58512799,A,51874,5,149.40.58.26,2026-03-22T18:35:27Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
5de70f949d9fa6754559b1a8e7f27aca,2026-03-22,58512741,S,8148,5,59.127.162.224,2026-03-22T17:30:36Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
5ed712d490d0b981256f8422f68fd282,2026-03-22,58511996,A,55893,3,14.0.236.212,2026-03-22T01:08:15Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
5f34d8859906e3a5b6f45a48546bad3d,2026-03-22,58511974,M,145366344,7,162.128.184.83,2026-03-22T00:29:04Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
612e4c086bd330fb99619b705dc4dcfd,2026-03-22,58512185,M,147226827,7,115.164.36.205,2026-03-22T07:49:38Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
6499ea6a4153f9d28f69e9a13f67093f,2026-03-22,58512490,C,270,0,202.124.43.214,2026-03-22T13:53:57Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
64aedc81b5bc4fe5d31ffbdf479890ba,2026-03-22,58512933,M,90456126,7,182.6.5.148,2026-03-22T21:49:10Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
64b24a32d71e23cb5d119c2cdbfc4451,2026-03-22,58512632,A,35104,3,103.243.8.96,2026-03-22T15:27:00Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
6c44e848bc46bd0d9ca18cac2b0d48de,2026-03-22,58512186,A,36636,4,150.95.67.34,2026-03-22T07:51:09Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
6e2ca2c4156cb2b8b68ee35659d89347,2026-03-22,58512920,M,117964287,7,116.48.63.148,2026-03-22T21:33:19Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
6e3d15ab7e73894d90495ef3641a181c,2026-03-22,58512969,S,8148,5,59.127.162.224,2026-03-22T22:31:15Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
6fb1b8ed2218032bfb0e8aced864c849,2026-03-22,58512198,S,8148,5,59.127.162.224,2026-03-22T08:09:30Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
71035785f9095ebd247bcbc189f41239,2026-03-22,58512999,S,8148,5,59.127.162.224,2026-03-22T23:31:23Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
72863fc1479c3f96eab0cb3efdce2226,2026-03-22,58512149,C,270,0,202.124.43.214,2026-03-22T06:32:09Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
73f97d5432be650c2136d22d08c434d7,2026-03-22,58512068,A,55691,3,119.247.162.43,2026-03-22T03:38:58Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
748199465fd87ddc7e28dbe1ab1664c0,2026-03-22,58512465,A,42914,5,217.28.63.155,2026-03-22T13:47:51Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
7591c9c39e59d01ae9d8a9dc0c00b2d7,2026-03-22,58512245,M,145366344,7,162.128.184.83,2026-03-22T09:22:23Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
765aedd24bf73431bf82eea5e2949890,2026-03-22,58511968,A,33086,5,113.19.10.187,2026-03-22T00:20:31Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
76a023916e4e5036cf1ba8e073a1f975,2026-03-22,58512159,A,51986,5,20.187.88.180,2026-03-22T07:00:48Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
7e1ead2b2f2173bdec82ba90718f42d1,2026-03-22,58512234,S,11101,5,103.76.183.237,2026-03-22T09:06:38Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
7e598d88a1925c942cd2648edea7f47c,2026-03-22,58511998,S,12672,5,203.29.17.170,2026-03-22T01:15:36Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
7e8c22df606c9c914c3f06d4d22687eb,2026-03-22,58513015,A,52848,4,188.208.220.221,2026-03-22T23:56:54Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
821ad0a3e85b760c71547b27552f60c6,2026-03-22,58512296,A,51034,5,18.163.42.210,2026-03-22T10:29:20Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
8866e226fdce4a4cc07da8cf43e58cae,2026-03-22,58512175,M,146068101,7,180.219.163.30,2026-03-22T07:19:24Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
8a8532bae07c8bb9dd71133ac0f3c397,2026-03-22,58512516,A,54602,3,116.48.12.211,2026-03-22T14:16:22Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
8cb3c5520ba81ca91007afc83f6fcd7d,2026-03-22,58512756,M,146068101,7,49.131.165.204,2026-03-22T17:52:07Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
8d38872119da37125a543ba8217a5264,2026-03-22,58512263,C,270,0,202.124.43.214,2026-03-22T09:46:50Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
8df25e9815065c29629db70d3d844ade,2026-03-22,58512811,M,146068101,7,49.131.165.204,2026-03-22T18:41:28Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
8e43dfaea6eab6258d52521a5f98fa70,2026-03-22,58512610,A,55101,5,54.254.110.188,2026-03-22T15:17:42Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
90d111f7beeb715c96e7efcd8d0540fe,2026-03-22,58511962,S,12669,5,203.94.90.191,2026-03-22T00:03:34Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
94567fd33342965d74da100e2bb5bb23,2026-03-22,58512173,C,270,0,202.124.43.214,2026-03-22T07:09:17Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
9784e5a8336823df4755b7bc09200f5f,2026-03-22,58512786,A,54415,4,14.0.229.251,2026-03-22T18:27:27Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
97bd614d36f557cbc550915ad743c80b,2026-03-22,58512861,M,122640657,7,203.145.95.78,2026-03-22T19:58:09Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
982fab56df061db27d0fce87365c0c9e,2026-03-22,58512279,S,4029,5,103.13.231.125,2026-03-22T10:09:38Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
99121d9d1a6e6aa4ed02cf93972e4d04,2026-03-22,58512461,S,12711,5,14.244.211.248,2026-03-22T13:46:43Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
9e0a8a93360b491cf4cd34b493f86960,2026-03-22,58512839,A,51874,5,149.40.58.26,2026-03-22T19:20:54Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
9eb77f650160a77169ea9fbd2f8c92ea,2026-03-22,58512441,S,960,3,167.179.13.141,2026-03-22T13:31:10Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
a41e7a31a47f36e1906ce8d727a45517,2026-03-22,58512561,A,50538,5,217.28.63.155,2026-03-22T14:43:32Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
a4b6345671867b091d05a0419dd2d37d,2026-03-22,58512056,A,54602,3,218.103.177.136,2026-03-22T03:14:15Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
a5c8b5cbdb830d54e1f69b740e48821a,2026-03-22,58512108,S,8148,5,59.127.162.224,2026-03-22T04:38:59Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
a87a49e73ca4f30d4db762ce6b09aacc,2026-03-22,58512073,M,146068101,7,180.219.163.30,2026-03-22T03:43:35Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ad2a65b8c3f733b0609c2f4f792e6e75,2026-03-22,58512781,M,145054506,7,58.176.27.36,2026-03-22T18:21:53Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ae89d2dcac5bc4da4e2847663e2ef2c5,2026-03-22,58512882,S,8148,5,59.127.162.224,2026-03-22T20:30:58Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
b17c197a641dc9f7db054f8dd91403b2,2026-03-22,58512020,C,270,0,202.124.43.214,2026-03-22T02:11:49Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
b40e76fe32d64590b39224ff3546722f,2026-03-22,58512026,A,55879,5,113.82.178.136,2026-03-22T02:17:53Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
b5c822a58615544caa183b3a8939c761,2026-03-22,58512187,A,36636,4,150.95.67.34,2026-03-22T07:54:05Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
b74c25bc925364ee7db00029f01ef149,2026-03-22,58512496,M,147428193,7,182.239.87.114,2026-03-22T13:57:44Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
b763a0b12039c4f9d77de64f027e5d57,2026-03-22,58512410,M,121660530,7,223.104.86.68,2026-03-22T13:03:35Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
b837ac94cf7a9670090ef5e31fd5f9b5,2026-03-22,58512182,S,4680,5,103.13.229.14,2026-03-22T07:39:19Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
bd6f3c87865be697ba73b4426fc65a5b,2026-03-22,58512008,S,8148,5,59.127.162.224,2026-03-22T01:38:37Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
bf692c048b67fbd16add62c6101af265,2026-03-22,58512800,S,5283,5,103.13.229.192,2026-03-22T18:35:37Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
c075ba643ccff3a798f6a22170e4f083,2026-03-22,58512852,A,55856,4,182.239.85.110,2026-03-22T19:40:04Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
c5690b834f801a4b6b24c2846a27faac,2026-03-22,58512751,M,145054506,7,58.176.27.36,2026-03-22T17:46:04Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
c9dc6289efad5a7875e4fc40d3374e87,2026-03-22,58512403,C,270,0,202.124.43.214,2026-03-22T12:59:26Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
cad66ed613a5fe3d9bcb110720abc4ec,2026-03-22,58512154,A,52762,4,8.212.69.72,2026-03-22T06:49:40Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
cc82a954a010ff31331dd392b1430e1d,2026-03-22,58512229,M,145368266,7,202.124.43.214,2026-03-22T08:53:21Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
cf3b1d374694c1612c62838cd1e6567c,2026-03-22,58512099,A,55102,5,54.254.110.188,2026-03-22T04:12:34Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d038726e535b71c7c70452ea1a41a4fd,2026-03-22,58512212,A,51874,5,149.40.58.26,2026-03-22T08:27:09Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d04f3b4e9489fc56841f108fef0cb4e4,2026-03-22,58512581,S,8148,5,59.127.162.224,2026-03-22T15:00:17Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d25ef87811b7e1dd7a7898d86f7f7e2c,2026-03-22,58512593,A,36068,5,45.94.27.168,2026-03-22T15:05:29Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d2e1860756d1c7e9d20daeb69d74e88a,2026-03-22,58512125,S,9238,5,118.107.211.36,2026-03-22T05:26:45Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d3afd52f4fef1e9ab6a40576862aafeb,2026-03-22,58512120,C,270,0,202.124.43.214,2026-03-22T05:18:25Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d7f9cb63644bc460d195f0d64eb44dc9,2026-03-22,58512138,C,270,0,202.124.43.214,2026-03-22T05:55:05Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d82cfa7b01fa3c8c3903c911ee3b9816,2026-03-22,58512104,A,28475,5,35.79.94.221,2026-03-22T04:23:06Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d8e282322eab77baafb647c05f427eaa,2026-03-22,58512480,A,44888,5,217.28.63.155,2026-03-22T13:51:13Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
d9cffae9fd074f8f012e641e2a1b9465,2026-03-22,58512284,S,12156,5,203.29.17.227,2026-03-22T10:17:33Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
db9769f7032524f0c0dfd468145042aa,2026-03-22,58512085,A,26555,3,112.118.235.122,2026-03-22T03:57:24Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
dc194d1dcb8267489e6701a82a43c76f,2026-03-22,58512732,M,54907068,7,101.10.2.152,2026-03-22T17:22:36Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
dda01e25d8a72086ba6fbb6133b1ea13,2026-03-22,58512488,A,37591,5,38.54.4.238,2026-03-22T13:53:21Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
df638ca85799725fc0b916d49e46808c,2026-03-22,58512142,C,270,0,202.124.43.214,2026-03-22T06:07:31Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
e51ea507dba8319b639fdbd1b8e3f45f,2026-03-22,58512518,A,26505,2,42.2.63.50,2026-03-22T14:18:24Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ea530ba0cc2c594efdffc81c6aba4e20,2026-03-22,58512563,A,50776,5,217.28.63.155,2026-03-22T14:44:21Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
eb50e1d04165eec12ff9a88d43580303,2026-03-22,58512829,M,61513738,7,36.73.32.173,2026-03-22T19:04:57Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ec36beab613ae44e4530916798b14396,2026-03-22,58512352,A,55423,3,122.10.130.17,2026-03-22T12:03:01Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ec7b197a6458603ac690342ba017fa12,2026-03-22,58512089,A,54744,3,223.16.195.78,2026-03-22T04:00:30Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ec9584a3f4eb57f9418a46b520660962,2026-03-22,58512478,A,24006,5,54.150.20.255,2026-03-22T13:50:25Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ee59a38f0eb5eda870eca3f2c5dfc979,2026-03-22,58512268,S,12768,3,57.129.120.182,2026-03-22T09:52:17Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ef20a891595fb516c4c1358779866a95,2026-03-22,58512711,A,55637,4,103.25.255.98,2026-03-22T17:05:47Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ef83b6f13468d6a199b9001a72aee658,2026-03-22,58512641,M,147226827,7,182.62.37.222,2026-03-22T15:30:49Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ef92ed7a8beed2bd6c594bd6e15a7f8b,2026-03-22,58512334,M,144599109,7,154.88.88.46,2026-03-22T11:38:01Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
f2a0670c669db65c2aa51c2b8c0627d5,2026-03-22,58512648,M,147428193,7,182.239.87.114,2026-03-22T15:40:52Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
f56b5e521c13c7767a354bb5a1289bfd,2026-03-22,58512812,C,270,0,202.124.43.214,2026-03-22T18:43:16Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
fd9f1a93d910d7026dbeda707e864110,2026-03-22,58512181,S,4275,5,161.202.207.116,2026-03-22T07:36:42Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
ffc6ca67ceae2e71ebbb11fb4e0784ee,2026-03-22,58512740,S,12640,4,118.107.211.36,2026-03-22T17:29:12Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
0051c285d169f1e4cf5038c73a517add,2026-03-20,58510592,A,38525,5,165.22.98.224,2026-03-20T19:18:29Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
01228c1b119680778319ad1f677ee5ef,2026-03-20,58509939,S,11793,2,203.160.69.118,2026-03-20T10:51:52Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
023a0b58fd5a165b785b783128d862bb,2026-03-20,58510526,C,284,0,202.124.43.214,2026-03-20T18:19:35Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
02f7bf8f946bab428bc761afbd359f65,2026-03-20,58510106,A,9991,5,54.250.94.134,2026-03-20T13:35:38Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
045cd4c71542aca97d35bd4b544d5bc9,2026-03-20,58509929,A,1646,5,115.133.48.223,2026-03-20T10:33:57Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
0594de8f969c78c17ce188532ddbaf5f,2026-03-20,58510294,M,147384624,7,158.247.218.221,2026-03-20T15:12:44Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
07e096850f7e9c242c1d786fbf273000,2026-03-20,58510229,S,5856,5,175.140.94.239,2026-03-20T14:39:52Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
0950cfd36b8470c4e32ba60e24c3a659,2026-03-20,58510648,S,4276,5,161.202.207.116,2026-03-20T20:14:39Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
0b6d4b702946f960c0a59bc48f7e025a,2026-03-20,58510257,A,43792,5,203.147.131.145,2026-03-20T14:48:41Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
0c664d2869c888d2ecd48e2b4ddbf96e,2026-03-20,58510594,A,38525,5,165.22.98.224,2026-03-20T19:19:39Z,a168,iphistory,ods_a168_iphistory,2026-05-19T18:29:04Z
