__source_pk,dt,id,action,agent_id,mid,code,round_id,transId,wallet_id,iom_id,requestDate,money,balance,type,status,isFinish,remark,source_db,source_table,ods_table_name,sync_time
10158,2021-09-10,10158,settle,0,31769756,5009,788,613abcaf90da3738c651a12f,0,1255251411,2021-09-10 10:02:23,0.3000,179.1100,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10164,2021-09-10,10164,bet,0,31769756,5009,793,613abcb790da3738c651a13a,0,1255251585,2021-09-10 10:02:31,-2.6400,171.1000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10170,2021-09-10,10170,bet,0,31769756,5009,798,613abcbe90da3738c651a145,0,1255251734,2021-09-10 10:02:38,-2.6400,158.6500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10185,2021-09-10,10185,settle,0,31769756,5009,808,613abcd790da3738c651a15e,0,1255252236,2021-09-10 10:03:03,4.8000,133.9600,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10191,2021-09-10,10191,settle,0,31769756,5009,812,613abcdf90da3738c651a168,0,1255252386,2021-09-10 10:03:11,0.6000,129.7000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10201,2021-09-10,10201,settle,0,31769756,5009,819,613abceb90da3738c651a179,0,1255252678,2021-09-10 10:03:24,2.2500,114.5200,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10215,2021-09-10,10215,bet,0,31769756,5009,829,613abcfe90da3738c651a191,0,1255253091,2021-09-10 10:03:42,-2.6400,120.6100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10222,2021-09-10,10222,bet,0,31769756,5009,836,613abd0890da3738c651a19f,0,1255253303,2021-09-10 10:03:52,-2.6400,102.1300,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10229,2021-09-10,10229,bet,0,31769756,5009,840,613abd1190da3738c651a1aa,0,1255253493,2021-09-10 10:04:01,-2.6400,100.5700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10236,2021-09-10,10236,settle,0,31769756,5009,844,613abd1990da3738c651a1b5,0,1255253694,2021-09-10 10:04:10,2.1000,94.5700,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10243,2021-09-10,10243,bet,0,31769756,5009,849,613abd2490da3738c651a1c1,0,1255253835,2021-09-10 10:04:20,-2.6400,94.3600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10248,2021-09-10,10248,settle,0,31769756,5009,852,613abd8190da3738c651a1c9,0,1255255743,2021-09-10 10:05:53,0.3000,196.4500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10257,2021-09-10,10257,bet,0,31769756,5009,859,613abd8d90da3738c651a1d9,0,1255256014,2021-09-10 10:06:05,-2.6400,193.6600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10260,2021-09-10,10260,bet,0,31769756,5009,862,613abd9190da3738c651a1df,0,1255256093,2021-09-10 10:06:09,-2.6400,185.7400,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10274,2021-09-10,10274,bet,0,31769756,5009,874,613abda390da3738c651a1f9,0,1255256475,2021-09-10 10:06:27,-2.6400,169.6600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10281,2021-09-10,10281,settle,0,31769756,5009,878,613abdaa90da3738c651a204,0,1255256592,2021-09-10 10:06:34,7.2000,159.9100,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10295,2021-09-10,10295,bet,0,31769756,5009,888,613abdc190da3738c651a21c,0,1255257092,2021-09-10 10:06:57,-2.6400,196.3000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10304,2021-09-10,10304,settle,0,31769756,5009,893,613abdcc90da3738c651a22a,0,1255257321,2021-09-10 10:07:08,2.4000,189.1600,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10310,2021-09-10,10310,bet,0,31769756,5009,898,613abdd490da3738c651a235,0,1255257534,2021-09-10 10:07:16,-2.6400,187.0000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10327,2021-09-10,10327,bet,0,31769756,5009,910,613abded90da3738c651a252,0,1255257979,2021-09-10 10:07:41,-2.6400,180.8200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10333,2021-09-10,10333,bet,0,31769756,5009,915,613abdf590da3738c651a25d,0,1255258099,2021-09-10 10:07:49,-2.6400,168.3700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10338,2021-09-10,10338,bet,0,31769756,5009,920,613abdfc90da3738c651a267,0,1255258317,2021-09-10 10:07:56,-2.6400,155.1700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10346,2021-09-10,10346,bet,0,31769756,5009,926,613abe5490da3738c651a275,0,1255260011,2021-09-10 10:09:24,-2.6400,233.6800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10352,2021-09-10,10352,settle,0,31769756,5009,929,613abeb090da3738c651a27e,0,1255261828,2021-09-10 10:10:56,1.5000,478.8700,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10359,2021-09-10,10359,bet,0,31769756,5009,935,613abeba90da3738c651a28b,0,1255262043,2021-09-10 10:11:06,-2.6400,470.1700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10365,2021-09-10,10365,settle,0,31769756,5009,938,613abec190da3738c651a294,0,1255262162,2021-09-10 10:11:13,1.2000,466.2100,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10371,2021-09-10,10371,bet,0,31769756,5009,943,613abec890da3738c651a29f,0,1255262373,2021-09-10 10:11:20,-2.6400,457.4500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10384,2021-09-10,10384,bet,0,31769756,5009,955,613abedc90da3738c651a2b8,0,1255262632,2021-09-10 10:11:40,-2.6400,426.5200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10390,2021-09-10,10390,bet,0,31769756,5009,960,613abee490da3738c651a2c3,0,1255262805,2021-09-10 10:11:48,-2.6400,415.7200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10402,2021-09-10,10402,bet,0,31769756,5009,970,613abef990da3738c651a2d9,0,1255263385,2021-09-10 10:12:09,-2.6400,445.7200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10409,2021-09-10,10409,bet,0,31769756,5009,975,613abf0190da3738c651a2e5,0,1255263533,2021-09-10 10:12:18,-2.6400,440.0200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10416,2021-09-10,10416,bet,0,31769756,5009,979,613abf0a90da3738c651a2f0,0,1255263704,2021-09-10 10:12:26,-2.6400,456.3100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10421,2021-09-10,10421,bet,0,31769756,5009,983,613abf1090da3738c651a2f9,0,1255263777,2021-09-10 10:12:32,-2.6400,446.0500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10435,2021-09-10,10435,settle,0,31769756,5009,994,613abf2290da3738c651a312,0,1255264124,2021-09-10 10:12:50,4.5000,415.1200,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10440,2021-09-10,10440,bet,0,31769756,5009,998,613abf2990da3738c651a31b,0,1255264340,2021-09-10 10:12:57,-2.6400,412.7500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10454,2021-09-10,10454,bet,0,31769756,5009,1007,613abf3f90da3738c651a332,0,1255264784,2021-09-10 10:13:19,-2.6400,404.1400,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10463,2021-09-10,10463,settle,0,31769756,5009,1012,613abf4a90da3738c651a340,0,1255265017,2021-09-10 10:13:30,3.0000,393.8500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10468,2021-09-10,10468,bet,0,31769756,5009,1017,613abf5290da3738c651a34a,0,1255265209,2021-09-10 10:13:38,-2.6400,386.2900,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10477,2021-09-10,10477,bet,0,31769756,5009,1024,613abfe090da3738c651a35a,0,1255268221,2021-09-10 10:16:00,-2.6400,562.2100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10482,2021-09-10,10482,bet,0,31769756,5009,1028,613abfe790da3738c651a363,0,1255268371,2021-09-10 10:16:07,-2.6400,554.3500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10489,2021-09-10,10489,bet,0,31769756,5009,1034,613abff190da3738c651a370,0,1255268616,2021-09-10 10:16:18,-2.6400,548.4100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10496,2021-09-10,10496,bet,0,31769756,5009,1040,613abffc90da3738c651a37d,0,1255268811,2021-09-10 10:16:28,-2.6400,542.1700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10507,2021-09-10,10507,settle,0,31769756,5009,1047,613ac00790da3738c651a38f,0,1255268965,2021-09-10 10:16:39,0.6000,522.2500,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10513,2021-09-10,10513,bet,0,31769756,5009,1051,613ac01090da3738c651a399,0,1255269173,2021-09-10 10:16:48,-2.6400,526.3300,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10518,2021-09-10,10518,bet,0,31769756,5009,1056,613ac01a90da3738c651a3a3,0,1255269411,2021-09-10 10:16:58,-2.6400,513.1300,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10524,2021-09-10,10524,bet,0,31769756,5009,1061,613ac02190da3738c651a3ae,0,1255269538,2021-09-10 10:17:05,-2.6400,501.4300,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10530,2021-09-10,10530,bet,0,31769756,5009,1067,613ac02990da3738c651a3ba,0,1255269712,2021-09-10 10:17:13,-2.6400,485.5900,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10545,2021-09-10,10545,bet,0,31769756,5009,1079,613ac04990da3738c651a3d5,0,1255270341,2021-09-10 10:17:45,-2.6400,637.8100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10551,2021-09-10,10551,settle,0,31769756,5009,1083,613ac05090da3738c651a3df,0,1255270545,2021-09-10 10:17:52,0.1500,625.3600,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10566,2021-09-10,10566,bet,0,31769756,5009,1095,613ac06590da3738c651a3fa,0,1255270940,2021-09-10 10:18:13,-2.6400,600.8200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10572,2021-09-10,10572,bet,0,31769756,5009,1100,613ac06c90da3738c651a405,0,1255271068,2021-09-10 10:18:20,-2.6400,588.3700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10579,2021-09-10,10579,bet,0,31769756,5009,1105,613ac07790da3738c651a411,0,1255271292,2021-09-10 10:18:31,-2.6400,576.2200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10587,2021-09-10,10587,bet,0,31769756,5009,1110,613ac08090da3738c651a41e,0,1255271494,2021-09-10 10:18:40,-2.6400,567.8200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10593,2021-09-10,10593,bet,0,31769756,5009,1114,613ac08790da3738c651a428,0,1255271693,2021-09-10 10:18:47,-2.6400,567.0100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10598,2021-09-10,10598,bet,0,31769756,5009,1118,613ac08e90da3738c651a431,0,1255271810,2021-09-10 10:18:54,-2.6400,556.7500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10603,2021-09-10,10603,bet,0,31769756,5009,1121,613ac09490da3738c651a439,0,1255271919,2021-09-10 10:19:00,-2.6400,560.0800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10608,2021-09-10,10608,settle,0,31769756,5009,1125,613ac09a90da3738c651a442,0,1255272017,2021-09-10 10:19:06,0.3000,546.8800,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10617,2021-09-10,10617,bet,0,31769756,5009,1131,613ac0a690da3738c651a451,0,1255272289,2021-09-10 10:19:18,-2.6400,541.1800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10620,2021-09-10,10620,bet,0,31769756,5009,1133,613ac0a990da3738c651a456,0,1255272375,2021-09-10 10:19:21,-2.6400,537.4000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10634,2021-09-10,10634,bet,0,31769756,5009,1145,613ac0be90da3738c651a470,0,1255272724,2021-09-10 10:19:42,-2.6400,526.7200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10641,2021-09-10,10641,settle,0,31769756,5009,1149,613ac0c790da3738c651a47b,0,1255272944,2021-09-10 10:19:51,1.2000,515.9200,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10655,2021-09-10,10655,bet,0,31769756,5009,1158,613ac0dc90da3738c651a492,0,1255273441,2021-09-10 10:20:12,-2.6400,502.9000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10662,2021-09-10,10662,bet,0,31769756,5009,1163,613ac0e490da3738c651a49e,0,1255273579,2021-09-10 10:20:20,-2.6400,500.6500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10669,2021-09-10,10669,bet,0,31769756,5009,1169,613ac0ec90da3738c651a4ab,0,1255273785,2021-09-10 10:20:28,-2.6400,485.5600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10676,2021-09-10,10676,bet,0,31769756,5009,1175,613ac0f590da3738c651a4b8,0,1255273918,2021-09-10 10:20:37,-2.6400,472.1200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10683,2021-09-10,10683,settle,0,31769756,5009,1180,613ac0fc90da3738c651a4c4,0,1255274117,2021-09-10 10:20:44,0.7500,457.7800,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10688,2021-09-10,10688,bet,0,31769756,5009,1184,613ac10490da3738c651a4cd,0,1255274277,2021-09-10 10:20:52,-2.6400,451.8100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10697,2021-09-10,10697,bet,0,31769756,5009,1193,613ac11090da3738c651a4df,0,1255274526,2021-09-10 10:21:04,-2.6400,428.0500,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10706,2021-09-10,10706,bet,0,31769756,5009,1200,613ac11d90da3738c651a4ef,0,1255274831,2021-09-10 10:21:17,-2.6400,433.5700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10712,2021-09-10,10712,bet,0,31769756,5009,1205,613ac12790da3738c651a4fa,0,1255275085,2021-09-10 10:21:27,-2.6400,423.3700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10719,2021-09-10,10719,bet,0,31769756,5009,1210,613ac13290da3738c651a506,0,1255275273,2021-09-10 10:21:38,-2.6400,412.2700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10725,2021-09-10,10725,bet,0,31769756,5009,1214,613ac13a90da3738c651a510,0,1255275460,2021-09-10 10:21:46,-2.6400,407.7100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10731,2021-09-10,10731,bet,0,31769756,5009,1219,613ac14390da3738c651a51b,0,1255275663,2021-09-10 10:21:55,-2.6400,395.1100,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10744,2021-09-10,10744,bet,0,31769756,5009,1228,613ac15490da3738c651a531,0,1255276050,2021-09-10 10:22:12,-2.6400,373.6000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10750,2021-09-10,10750,bet,0,31769756,5009,1233,613ac15c90da3738c651a53c,0,1255276217,2021-09-10 10:22:20,-2.6400,361.6000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10767,2021-09-10,10767,bet,0,31769756,5009,1246,613ac17190da3738c651a55a,0,1255276762,2021-09-10 10:22:41,-2.6400,330.8800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10773,2021-09-10,10773,settle,0,31769756,5009,1249,613ac17890da3738c651a563,0,1255276914,2021-09-10 10:22:48,1.5000,339.8200,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10778,2021-09-10,10778,bet,0,31769756,5009,1253,613ac18390da3738c651a56c,0,1255277140,2021-09-10 10:22:59,-2.6400,333.7000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10786,2021-09-10,10786,bet,0,31769756,5009,1259,613ac18c90da3738c651a57a,0,1255277354,2021-09-10 10:23:08,-2.6400,324.7600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10792,2021-09-10,10792,bet,0,31769756,5009,1262,613ac19490da3738c651a583,0,1255277577,2021-09-10 10:23:16,-2.6400,327.9400,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10799,2021-09-10,10799,bet,0,31769756,5009,1267,613ac19b90da3738c651a58f,0,1255277690,2021-09-10 10:23:23,-2.6400,319.2400,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10800,2021-09-10,10800,bet,0,31769756,5009,1268,613ac19d90da3738c651a591,0,1255277703,2021-09-10 10:23:25,-2.6400,316.6000,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10814,2021-09-10,10814,bet,0,31769756,5009,1279,613ac1e990da3738c651a5aa,0,1255279289,2021-09-10 10:24:41,-2.6400,445.3600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10823,2021-09-10,10823,settle,0,31769756,5009,1285,613ac1f590da3738c651a5b9,0,1255279577,2021-09-10 10:24:53,0.3000,430.1800,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10828,2021-09-10,10828,bet,0,31769756,5009,1290,613ac1fd90da3738c651a5c3,0,1255279770,2021-09-10 10:25:01,-2.6400,419.9200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10837,2021-09-10,10837,bet,0,31769756,5009,1296,613ac20790da3738c651a5d2,0,1255279931,2021-09-10 10:25:11,-2.6400,418.1800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10842,2021-09-10,10842,bet,0,31769756,5009,1301,613ac20e90da3738c651a5dc,0,1255280141,2021-09-10 10:25:18,-2.6400,404.9800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10849,2021-09-10,10849,settle,0,31769756,5009,1305,613ac21e90da3738c651a5e7,0,1255280459,2021-09-10 10:25:34,0.3000,397.1800,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10856,2021-09-10,10856,bet,0,31769756,5009,1311,613ac22990da3738c651a5f4,0,1255280652,2021-09-10 10:25:45,-2.6400,402.2800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10861,2021-09-10,10861,bet,0,31769756,5009,1315,613ac22f90da3738c651a5fd,0,1255280818,2021-09-10 10:25:51,-2.6400,392.4700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10875,2021-09-10,10875,bet,0,31769756,5009,1325,613ac24390da3738c651a615,0,1255281271,2021-09-10 10:26:11,-2.6400,379.8700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10880,2021-09-10,10880,bet,0,31769756,5009,1330,613ac24990da3738c651a61f,0,1255281422,2021-09-10 10:26:17,-2.6400,366.6700,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10894,2021-09-10,10894,bet,0,31769756,5009,1340,613ac25c90da3738c651a637,0,1255281872,2021-09-10 10:26:36,-2.6400,352.7200,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10905,2021-09-10,10905,bet,0,31769756,5009,1349,613ac29d90da3738c651a64b,0,1255283295,2021-09-10 10:27:42,-2.6400,399.7600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10911,2021-09-10,10911,bet,0,31769756,5009,1354,613ac2a990da3738c651a656,0,1255283552,2021-09-10 10:27:53,-2.6400,392.5600,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10926,2021-09-10,10926,bet,0,31769756,5009,1366,613ac2bd90da3738c651a671,0,1255284036,2021-09-10 10:28:13,-2.6400,393.8800,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10932,2021-09-10,10932,settle,0,31769756,5009,1370,613ac2c390da3738c651a67b,0,1255284161,2021-09-10 10:28:19,1.6500,386.6800,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10939,2021-09-10,10939,bet,0,31769756,5009,1376,613ac2cd90da3738c651a688,0,1255284467,2021-09-10 10:28:29,-2.6400,375.7300,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10947,2021-09-10,10947,bet,0,31769756,5009,1382,613ac31290da3738c651a696,0,1255285870,2021-09-10 10:29:38,-2.6400,504.6400,2,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10953,2021-09-10,10953,settle,0,31769756,5009,1387,613ac31990da3738c651a6a1,0,1255286004,2021-09-10 10:29:45,1.8000,488.8000,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
10958,2021-09-10,10958,settle,0,31769756,5009,1390,613ac32090da3738c651a6a9,0,1255286179,2021-09-10 10:29:53,0.1500,482.9800,1,1,Y,,a168,partner_transation,ods_a168_partner_transation,2026-05-21 20:19:25
